종목명,금일종가,ATR,ATR/금일종가
나라엠앤디,4225,90.,0.02130178
나무가,48150,1900.,0.03946002
나무기술,2635,70.,0.02656546
나스미디어,32550,500.,0.01536098
나우IB,4635,45.,0.00970874
나이벡,10000,130.,0.013
나이스디앤비,8360,70.,0.00837321
나이스정보통신,28500,400.,0.01403509
나인컴플렉스,2170,224.33333333,0.10337942
남광토건,11100,396.66666667,0.03573574
남선알미늄,2985,164.66666667,0.05516471
남선알미우,20200.,1683.33333333,0.08333333
남성,3090,112.33333333,0.03635383
남양유업,453500,7766.66666667,0.01712606
남양유업우,159000.,3500.,0.02201258
남영비비안,19900,1240.,0.06231156
남해화학,8070,135.33333333,0.01676993
남화산업,13350,550.,0.0411985
남화토건,15400,1100.,0.07142857
내츄럴엔도텍,3980,80.,0.0201005
네오셈,1425,95.,0.06666667
네오오토,4670,100.,0.02141328
네오위즈,17200,700.,0.04069767
네오위즈홀딩스,14150,250.,0.01766784
네오크레마,10000,730.,0.073
네오티스,3980,40.,0.01005025
네오팜,46150,1326.66666667,0.02874684
네오펙트,4565,100.,0.02190581
네이블,4245,110.,0.02591284
네이처셀,6220,700.,0.11254019
네패스,24300,650.,0.02674897
넥센,5850,106.66666667,0.01823362
넥센우,3380.,59.33333333,0.01755424
넥센타이어,9070,194.66666667,0.0214627
넥센타이어1우B,3485,34.66666667,0.00994739
넥스턴,10200,600.,0.05882353
넥스트BT,1420,35.,0.02464789
넥스트사이언스,9150,748.,0.08174863
넥스트아이,1550,80.,0.0516129
넥슨지티,6910,100.,0.01447178
넵튠,6800,110.,0.01617647
넷게임즈,7750,320.,0.04129032
넷마블,89400,1653.33333333,0.01849366
노랑풍선,15450,550.,0.03559871
노루페인트,8140,149.33333333,0.01834562
노루페인트우,11500.,1073.33333333,0.09333333
노루홀딩스,12400,306.66666667,0.02473118
노루홀딩스우,18100,1553.33333333,0.08581952
노바렉스,19900,600.,0.03015075
노바텍,17350,2500.,0.14409222
노터스,20050,1350.,0.06733167
녹십자,126500,2566.66666667,0.02028986
녹십자랩셀,35600,500.,0.01404494
녹십자셀,42950,600.,0.01396973
녹십자엠에스,5270,100.,0.01897533
녹십자웰빙,11050,800.,0.07239819
녹십자홀딩스,21750,530.,0.02436782
녹십자홀딩스2우,17350,1070.,0.06167147
농심,234000.,3966.66666667,0.01695157
농심홀딩스,76100,1633.33333333,0.02146299
농우바이오,11950,150.,0.0125523
누리텔레콤,5460,70.,0.01282051
누리플랜,4700,50.,0.0106383
뉴로스,3995,75.,0.01877347
뉴보텍,1230,35.,0.02845528
뉴인텍,1565,80.,0.05111821
뉴지랩,10650,600.,0.05633803
뉴트리,13450,250.,0.01858736
뉴파워프라즈마,4450,160.,0.03595506
뉴프라이드,975,35.,0.03589744
뉴프렉스,2160,55.,0.02546296
다나와,23700,800.,0.03375527
다날,3195,35.,0.01095462
다믈멀티미디어,3625,95.,0.0262069
다산네트웍스,7630,170.,0.02228047
다스코,6170,336.,0.05445705
다우기술,18850,350.,0.01856764
다우데이타,8310,140.,0.01684717
다원시스,14750,400.,0.02711864
대교,6160,83.33333333,0.01352814
대교우B,4220.,29.66666667,0.00703002
대구백화점,5910,211.33333333,0.0357586
대덕전자,10300,270.,0.02621359
대덕전자1우,6360,130.66666667,0.02054507
대동공업,5570,121.33333333,0.02178336
대동금속,9570,420.,0.04388715
대동기어,2840,155.,0.05457746
대동스틸,5560,130.,0.02338129
대동전자,3625,100.66666667,0.02777011
대륙제관,4290,65.,0.01515152
대림B&Co,4245,117.,0.02756184
대림산업,88800,2040.,0.02297297
대림산업우,39350,863.33333333,0.02193986
대림씨엔에스,7590,131.33333333,0.01730347
대림제지,1320,325.,0.24621212
대림통상,4020,59.,0.01467662
대명코퍼레이션,1520,25.,0.01644737
대모,6840,150.,0.02192982
대보마그네틱,20700,800.,0.03864734
대봉엘에스,6660,90.,0.01351351
대상,23450,433.33333333,0.01847903
대상우,13150.,253.33333333,0.01926489
대상홀딩스,6930,116.66666667,0.01683502
대상홀딩스우,6040,103.33333333,0.01710817
대성미생물,15900,300.,0.01886792
대성산업,3325,109.66666667,0.03298246
대성에너지,5440,48.,0.00882353
대성엘텍,988,43.,0.04352227
대성창투,2020,70.,0.03465347
대성파인텍,1375,50.,0.03636364
대성홀딩스,7870.,188.,0.02388818
대신밸런스제6호스팩,2010,20.,0.00995025
대신밸런스제7호스팩,2010,10.,0.00497512
대신밸런스제8호스팩,2010,10.,0.00497512
대신정보통신,1330,45.,0.03383459
대신증권,12050,200.,0.01659751
대신증권2우B,8670,78.,0.00899654
대신증권우,9340,85.33333333,0.00913633
대아티아이,5290,120.,0.02268431
대양금속,17650,1430.,0.08101983
대양전기공업,13350,200.,0.01498127
대양제지,3280,400.,0.12195122
대영포장,1080,28.66666667,0.02654321
대우건설,4405,118.66666667,0.02693908
대우부품,2110.,103.66666667,0.04913112
대우조선해양,25850.,790.,0.03056093
대웅,12350.,423.33333333,0.034278
대웅제약,133500,2366.66666667,0.01772784
대원,11300,200.,0.01769912
대원강업,3370,76.,0.02255193
대원미디어,6740,120.,0.01780415
대원산업,5890,180.,0.03056027
대원전선,1205,49.33333333,0.04094053
대원전선우,3040,130.33333333,0.04287281
대원제약,17150.,320.,0.01865889
대원화성,1435.,33.,0.02299652
대유,11850,250.,0.02109705
대유에이텍,860,28.8,0.03348837
대유에이피,7100,360.,0.05070423
대유플러스,721,20.66666667,0.02866389
대정화금,14800,250.,0.01689189
대주산업,1425,65.,0.04561404
대주전자재료,16500,950.,0.05757576
대창,1200,131.,0.10916667
대창단조,28700,416.66666667,0.014518
대창솔루션,359,5.,0.01392758
대창스틸,2530,75.,0.02964427
대한과학,5090,90.,0.01768173
대한광통신,3350,50.,0.01492537
대한뉴팜,10050,430.,0.04278607
대한방직,19250,440.,0.02285714
대한약품,31450,350.,0.01112878
대한유화,115500,2966.66666667,0.02568543
대한전선,602,15.13333333,0.02513843
대한제강,5760,127.33333333,0.02210648
대한제당,18350,570.,0.03106267
대한제당3우B,24600,1063.33333333,0.04322493
대한제당우,12750,306.66666667,0.02405229
대한제분,152000,3900.,0.02565789
대한항공,24750.,750.,0.03030303
대한항공우,14650,486.66666667,0.03321957
대한해운,21750,466.66666667,0.02145594
대한화섬,90900,2200.,0.02420242
대현,2365,56.,0.02367865
대호에이엘,5120,284.,0.05546875
대호피앤씨,999,12.,0.01201201
대호피앤씨우,1330,80.,0.06015038
대화제약,12250,150.,0.0122449
더블유게임즈,47000.,1390.,0.02957447
더존비즈온,70800,2053.33333333,0.02900188
덕산네오룩스,23450,750.,0.03198294
덕산테코피아,16800,700.,0.04166667
덕산하이메탈,7270,330.,0.04539202
덕성,2785,89.,0.03195691
덕성우,3465,117.33333333,0.03386243
덕신하우징,1250,30.,0.024
덕양산업,1160,74.66666667,0.06436782
덕우전자,7910,310.,0.0391909
데브시스터즈,7450,120.,0.01610738
데이타솔루션,4470,205.,0.0458613
데일리블록체인,957,70.,0.07314525
덱스터,8280.,358.,0.04323671
덴티움,54500,1460.,0.02678899
도이치모터스,7500,259.33333333,0.03457778
도화엔지니어링,9040,265.33333333,0.02935103
동구바이오제약,15250,350.,0.02295082
동국S&C,2360,65.,0.02754237
동국산업,2700,45.,0.01666667
동국알앤에스,2460,30.,0.01219512
동국제강,6000,144.,0.024
동국제약,85600,4000.,0.04672897
동남합성,24500,393.33333333,0.01605442
동방,1615,44.,0.02724458
동방선기,2740,65.,0.02372263
동방아그로,6890,76.66666667,0.01112724
동부건설,8280,268.66666667,0.03244767
동부건설우,18300.,2030.,0.11092896
동부스팩5호,2010,10.,0.00497512
동부제철,7340,249.33333333,0.03396912
동부제철우,70900,2813.33333333,0.0396803
동북아12호,5010,8.,0.00159681
동북아13호,4980,6.,0.00120482
동서,17450,240.,0.01375358
동성제약,15750,643.33333333,0.04084656
동성코퍼레이션,5230,86.,0.01644359
동성화인텍,9900.,286.66666667,0.02895623
동성화학,16850.,343.33333333,0.02037587
동신건설,6090,120.,0.01970443
동아쏘시오홀딩스,103500,3193.33333333,0.03085346
동아에스티,107500,3500.,0.03255814
동아엘텍,7800,230.,0.02948718
동아지질,18350,640.,0.03487738
동아타이어,12400,173.33333333,0.01397849
동아화성,4810,105.,0.02182952
동양,1430.,50.66666667,0.03543124
동양2우B,9110,190.,0.0208562
동양3우B,28250.,1586.66666667,0.05616519
동양고속,27350,443.33333333,0.01620963
동양네트웍스,509,26.53333333,0.05212836
동양물산,931,48.86666667,0.05248836
동양생명,3960,107.66666667,0.02718855
동양에스텍,2970.,45.,0.01515152
동양우,6140,93.33333333,0.01520087
동양이엔피,16650,500.,0.03003003
동양철관,1065,31.33333333,0.02942097
동양파일,3180,145.,0.04559748
동양피스톤,4650,106.,0.0227957
동양피엔에프,10950,250.,0.02283105
동우팜투테이블,3540,40.,0.01129944
동운아나텍,6760,290.,0.04289941
동원F&B,228500,5600.,0.02450766
동원개발,4170,55.,0.01318945
동원금속,866,17.13333333,0.01978445
동원산업,220000,4166.66666667,0.01893939
동원수산,10200,426.66666667,0.04183007
동원시스템즈,29750,850.,0.02857143
동원시스템즈우,28600,1943.33333333,0.06794872
동일고무벨트,5530,106.,0.01916817
동일금속,11700,100.,0.00854701
동일기연,12400,550.,0.04435484
동일산업,58600,713.33333333,0.01217292
동일제강,2585.,51.,0.01972921
동일철강,3220,35.,0.01086957
동진쎄미켐,14450,646.66666667,0.04475202
동화기업,16950,513.33333333,0.03028515
동화약품,8110,250.66666667,0.03090834
두산,68300.,1546.66666667,0.02264519
두산2우B,62800,2280.,0.03630573
두산건설,1480.,99.66666667,0.06734234
두산밥캣,31800,843.33333333,0.02651992
두산솔루스,19400,960.,0.04948454
두산솔루스1우,6910,628.66666667,0.09097926
두산솔루스2우B,14300,3870.,0.27062937
두산우,61400.,1373.33333333,0.02236699
두산인프라코어,5340,114.,0.02134831
두산중공업,5560,173.33333333,0.03117506
두산퓨얼셀,7990,480.,0.06007509
두산퓨얼셀1우,4220,440.,0.1042654
두산퓨얼셀2우B,8170,1923.33333333,0.23541412
두올,3290,115.66666667,0.03515704
두올산업,1470,115.,0.07823129
듀오백,2455,45.,0.01832994
드래곤플라이,2865,90.,0.03141361
드림시큐리티,2770,100.,0.03610108
드림어스컴퍼니,5540,120.,0.02166065
드림텍,5970,225.33333333,0.03774428
디딤,2025.,72.,0.03555556
디바이스이엔지,12200,750.,0.06147541
디스플레이텍,3690.,45.33333333,0.01228546
디씨엠,12200,150.,0.01229508
디아이,2930,82.33333333,0.02810011
디아이씨,2175,55.,0.02528736
디아이티,8140,140.,0.01719902
디알젬,7900,280.,0.03544304
디알텍,1810,35.,0.01933702
디앤씨미디어,15550,550.,0.03536977
디에스케이,8990,750.,0.08342603
디에스티,872,48.,0.05504587
디에이치피코리아,7420,100.,0.01347709
디에이테크놀로지,1580,55.,0.03481013
디에이피,3640,135.,0.03708791
디엔에이링크,3630,390.,0.10743802
디엔에프,9350,240.,0.02566845
디엠티,2220,94.33333333,0.04249249
디오,39000,600.,0.01538462
디오스텍,760,17.,0.02236842
디와이,5550,184.,0.03315315
디와이파워,9640,198.,0.02053942
디이엔티,3290,165.,0.05015198
디자인,8280,320.,0.03864734
디젠스,594,22.,0.03703704
디지아이,2845,115.,0.04042179
디지캡,3855,140.,0.03631647
디지탈옵틱,801,27.,0.03370787
디지털대성,7740,180.,0.02325581
디지틀조선,2145,25.,0.01165501
디케이디앤아이,3095,80.,0.02584814
디케이락,9190,190.,0.02067465
디케이앤디,5540,200.,0.03610108
디케이티,12400,350.,0.02822581
디티알오토모티브,30000,526.66666667,0.01755556
디티앤씨,7300,240.,0.03287671
디피씨,5030,157.,0.03121272
딜리,1800,30.,0.01666667
라닉스,6880,370.,0.05377907
라온시큐어,2820,65.,0.02304965
라온피플,17200,450.,0.02616279
라이브플렉스,854,45.,0.05269321
라이온켐텍,7980,170.,0.02130326
라파스,17900,500.,0.02793296
락앤락,14850,573.33333333,0.03860831
램테크놀러지,8080,280.,0.03465347
랩지노믹스,5170,110.,0.0212766
러셀,1940,55.,0.02835052
럭슬,461,77.,0.1670282
레고켐바이오,52400,2700.,0.05152672
레드캡투어,16250,200.,0.01230769
레이,40650,1000.,0.02460025
레이언스,12400,450.,0.03629032
로고스바이오,13900,650.,0.04676259
로보로보,4515,150.,0.03322259
로보스타,17250,200.,0.0115942
로보티즈,12450,400.,0.03212851
로지시스,3500,150.,0.04285714
로체시스템즈,5150,240.,0.04660194
롯데관광개발,13400,456.66666667,0.0340796
롯데리츠,6340,115.33333333,0.01819138
롯데손해보험,2115,46.66666667,0.02206462
롯데쇼핑,133000,3000.,0.02255639
롯데정밀화학,45000,940.,0.02088889
롯데정보통신,42850,1063.33333333,0.02481525
롯데제과,147500,3366.66666667,0.02282486
롯데지주,35950,910.,0.02531293
롯데지주우,50500,4623.33333333,0.09155116
롯데칠성,133500,3466.66666667,0.02596754
롯데칠성우,72300,2633.33333333,0.03642231
롯데케미칼,219000,5133.33333333,0.02343988
롯데푸드,434500.,9200.,0.02117376
롯데하이마트,31250,596.66666667,0.01909333
루멘스,2490,115.,0.04618474
루미마이크로,2380,205.,0.08613445
루트로닉,9970,633.33333333,0.06352391
루트로닉3우C,13000,850.,0.06538462
룽투코리아,5210,170.,0.03262956
리노공업,63800,1100.,0.01724138
리노스,1415,170.,0.12014134
리더스 기술투자,565,9.,0.0159292
리더스코스메틱,5840,228.66666667,0.03915525
리드코프,7420,310.,0.04177898
리메드,12150,750.,0.0617284
린드먼아시아,4405,365.,0.08286039
링네트,4195,80.,0.01907032
링크제니시스,7560,140.,0.01851852
마니커,801.,16.66666667,0.02080732
마니커에프앤지,8370,520.,0.06212664
마이크로디지탈,14150,450.,0.03180212
마이크로컨텍솔,4275,255.,0.05964912
마이크로텍,1965,155.,0.07888041
마이크로프랜드,4895,245.,0.05005107
마크로젠,23500,700.,0.02978723
만도,35100,926.66666667,0.02640076
만호제강,16100,456.66666667,0.02836439
매일유업,83200,1000.,0.01201923
매일홀딩스,10750,250.,0.02325581
매직마이크로,795,86.,0.1081761
매커스,3725,60.,0.01610738
맥스로텍,1470,75.,0.05102041
맥쿼리인프라,11950,86.66666667,0.00725244
머큐리,8470,110.,0.01298701
멀티캠퍼스,33100,750.,0.02265861
메가스터디,12100,250.,0.02066116
메가스터디교육,40350,750.,0.01858736
메가엠디,3200,90.,0.028125
메드팩토,35000,2550.,0.07285714
메디아나,8230,250.,0.03037667
메디톡스,298800,4800.,0.01606426
메디파트너생명공학,6120,412.,0.06732026
메디포스트,32600,850.,0.02607362
메디프론,4725,160.,0.03386243
메리츠금융지주,12150,383.33333333,0.03155007
메리츠종금증권,4265,116.,0.02719812
메리츠화재,18350,383.33333333,0.0208901
메이슨캐피탈,320,32.,0.1
메지온,161800,8400.,0.05191595
메카로,14400,500.,0.03472222
메타랩스,1445,56.33333333,0.03898501
메타바이오메드,2705,55.,0.02033272
멕아이씨에스,3875,100.,0.02580645
멜파스,1615,50.,0.03095975
명문제약,4725,154.33333333,0.03266314
명성티엔에스,16150,1413.33333333,0.0875129
모나리자,3675.,104.33333333,0.02839002
모나미,3410,136.,0.0398827
모다,155,0.,0.
모다이노칩,3070,55.,0.01791531
모두투어,18050,800.,0.04432133
모두투어리츠,3195,36.33333333,0.01137194
모바일리더,20700,800.,0.03864734
모바일어플라이언스,4530,145.,0.03200883
모베이스,4310,91.,0.02111369
모베이스전자,1280,45.,0.03515625
모비스,2195,60.,0.02733485
모아텍,4675,75.,0.01604278
모토닉,8680,153.33333333,0.01766513
모트렉스,2810,100.,0.03558719
모헨즈,5220,855.,0.1637931
무림P&P,4285,62.,0.01446908
무림SP,2250,30.,0.01333333
무림페이퍼,2520,54.,0.02142857
무학,8960,124.,0.01383929
문배철강,2570.,78.33333333,0.0304799
미디어젠,6940,380.,0.05475504
미래SCI,480,21.,0.04375
미래나노텍,3260,95.,0.0291411
미래산업,160,7.13333333,0.04458333
미래생명자원,2995,270.,0.09015025
미래아이앤지,306,14.86666667,0.04858388
미래에셋대우,7280.,124.66666667,0.01712454
미래에셋대우2우B,4310,40.,0.00928074
미래에셋대우스팩1호,2050,5.,0.00243902
미래에셋대우스팩2호,2030,30.,0.01477833
미래에셋대우스팩3호,2015,20.,0.00992556
미래에셋대우스팩4호,2005,5.,0.00249377
미래에셋대우우,4710.,63.33333333,0.01344657
미래에셋벤처투자,4815,55.,0.01142264
미래에셋생명,4210,74.33333333,0.01765637
미래컴퍼니,34000,1300.,0.03823529
미래테크놀로지,8300,230.,0.02771084
미스터블루,7850,200.,0.02547771
미원상사,56200,1026.66666667,0.01826809
미원에스씨,70800,1146.66666667,0.01619586
미원홀딩스,41000,803.33333333,0.0195935
미원화학,43850,930.,0.02120867
미창석유,80400,1326.66666667,0.01650083
미코,5060.,164.66666667,0.03254282
미투온,5740,100.,0.0174216
민앤지,14700,200.,0.01360544
바다로19호,2920,23.,0.00787671
바디텍메드,9520,310.,0.03256303
바른손,1995,30.,0.01503759
바른손이앤에이,1580,40.,0.02531646
바른테크놀로지,995,85.,0.08542714
바이넥스,7790,150.,0.01925546
바이오니아,6490,226.66666667,0.03492553
바이오로그디바이스,1790,30.,0.01675978
바이오리더스,6730,310.,0.04606241
바이오솔루션,36950,1300.,0.03518268
바이오스마트,4240,85.,0.02004717
바이오제네틱스,5710,320.,0.05604203
바이오톡스텍,6110,170.,0.02782324
바이온,1295,70.,0.05405405
바텍,28750,900.,0.03130435
방림,2035,56.66666667,0.02784603
배럴,11700,550.,0.04700855
백광산업,2360,42.,0.01779661
백광소재,4265.,176.,0.04126612
백금T&A,2890,50.,0.01730104
백산,8380,319.33333333,0.0381066
버추얼텍,799,21.,0.02628285
버킷스튜디오,2035,65.,0.03194103
범양건영,1925,162.66666667,0.08450216
베뉴지,1675,100.,0.05970149
베셀,3970,255.,0.06423174
베스파,14500,150.,0.01034483
베트남개발1,368.,49.90533447,0.13561232
벽산,1850,72.33333333,0.0390991
보광산업,4845,75.,0.01547988
보라티알,10150,526.66666667,0.05188834
보락,2040,48.,0.02352941
보령메디앙스,8320,240.,0.02884615
보령제약,15550,460.,0.02958199
보성파워텍,2115,305.,0.14420804
보해양조,1000,18.46666667,0.01846667
본느,3685,65.,0.01763908
부광약품,14750,320.,0.02169492
부국증권,21900,483.33333333,0.02207002
부국증권우,19200,146.66666667,0.00763889
부국철강,4900,466.,0.09510204
부방,2600,45.,0.01730769
부산가스,35700,556.66666667,0.0155929
부산산업,143500,9733.33333333,0.06782811
부산주공,460.,13.6,0.02956522
부스타,5440,70.,0.01286765
뷰웍스,28000,900.,0.03214286
브레인콘텐츠,672,11.,0.01636905
브리지텍,3070,60.,0.01954397
브릿지바이오테라퓨틱스,54300,10400.,0.19152855
브이원텍,8950,260.,0.02905028
브이티지엠피,8840,180.,0.02036199
블러썸엠앤씨,8650,100.,0.01156069
블루콤,3255,80.,0.02457757
비덴트,7960,180.,0.02261307
비디아이,7810,243.33333333,0.03115664
비상교육,7680,167.33333333,0.02178819
비씨월드제약,15050,700.,0.04651163
비아트론,10600,450.,0.04245283
비에이치,20600,550.,0.02669903
비에이치아이,2130,70.,0.03286385
비엠티,6890,140.,0.0203193
비즈니스온,13850,250.,0.01805054
비츠로셀,13300,200.,0.01503759
비츠로테크,6310,190.,0.03011094
비트컴퓨터,4225.,103.,0.0243787
비티원,3460,235.33333333,0.06801541
비피도,23150,950.,0.04103672
빅솔론,5570,150.,0.02692998
빅텍,3305,85.,0.02571861
빙그레,54500,1040.,0.01908257
빛샘전자,5330,90.,0.01688555
사람인에이치알,29800,650.,0.02181208
사조대림,17000.,443.33333333,0.02607843
사조동아원,1010,14.2,0.01405941
사조산업,38900,696.66666667,0.01790917
사조씨푸드,5220,109.33333333,0.02094508
사조오양,7800,172.66666667,0.02213675
삼강엠앤티,4520,175.,0.03871681
삼광글라스,30100.,353.33333333,0.01173865
삼기오토모티브,2285,63.66666667,0.02786287
삼륭물산,9200,468.,0.05086957
삼목에스폼,8240,130.,0.0157767
삼보모터스,5250,50.,0.00952381
삼보산업,667,48.,0.07196402
삼보판지,8620,270.,0.03132251
삼본전자,2745,75.,0.0273224
삼부토건,690.,30.13333333,0.0436715
삼성SDI,234000,5133.33333333,0.02193732
삼성SDI우,89800,2733.33333333,0.03043801
삼성공조,8480.,218.,0.02570755
삼성머스트스팩3호,2045,30.,0.01466993
삼성물산,100500,2233.33333333,0.02222222
삼성물산우B,72800,1386.66666667,0.01904762
삼성바이오로직스,390000,7133.33333333,0.0182906
삼성생명,72500,1226.66666667,0.01691954
삼성스팩2호,2045,25.,0.01222494
삼성에스디에스,199000,3366.66666667,0.01691792
삼성엔지니어링,18750,403.33333333,0.02151111
삼성전기,112000,2500.,0.02232143
삼성전기우,44400,830.,0.01869369
삼성전자,50400,1143.33333333,0.02268519
삼성전자우,41300.,826.66666667,0.02001614
삼성제약,4040,381.33333333,0.09438944
삼성중공업,6880,129.33333333,0.01879845
삼성중공우,56400,2600.,0.04609929
삼성증권,36200,633.33333333,0.0174954
삼성출판사,22450,2370.,0.10556793
삼성카드,36950,1010.,0.02733424
삼성화재,234500,4700.,0.02004264
삼성화재우,168500,2433.33333333,0.01444115
삼아알미늄,4090,81.66666667,0.0199674
삼아제약,16000,400.,0.025
삼양사,52700,1353.33333333,0.02567995
삼양사우,35800,850.,0.02374302
삼양식품,86700,2460.,0.0283737
삼양옵틱스,13500,200.,0.01481481
삼양통상,67100,2180.,0.03248882
삼양패키징,15700,273.33333333,0.01740977
삼양홀딩스,67000,1693.33333333,0.02527363
삼양홀딩스우,44400,886.66666667,0.01996997
삼영무역,16100,353.33333333,0.02194617
삼영엠텍,3340.,67.66666667,0.02025948
삼영이엔씨,5940,160.,0.02693603
삼영전자,8920,202.66666667,0.02272048
삼영화학,999,16.06666667,0.01608275
삼원강재,3030,44.66666667,0.01474147
삼원테크,1190,30.,0.02521008
삼익THK,11100,273.33333333,0.02462462
삼익악기,1775,25.33333333,0.0142723
삼일,2005,20.,0.00997506
삼일기업공사,3350,70.,0.02089552
삼일제약,19800.,823.33333333,0.04158249
삼정펄프,33550,433.33333333,0.01291605
삼지전자,9730,200.,0.02055498
삼진,11400,700.,0.06140351
삼진엘앤디,2245,320.,0.14253898
삼진제약,25200,653.33333333,0.02592593
삼천당제약,31300,846.66666667,0.02705005
삼천리,85500,686.66666667,0.00803119
삼천리자전거,5370,80.,0.01489758
삼표시멘트,3775,80.,0.02119205
삼현철강,3980,50.,0.01256281
삼호,20700,620.,0.02995169
삼호개발,4410,82.,0.0185941
삼화네트웍스,1480,30.,0.02027027
삼화왕관,45750,506.66666667,0.01107468
삼화전기,13400,426.66666667,0.0318408
삼화전자,2305.,95.33333333,0.04135936
삼화콘덴서,44400,1256.66666667,0.0283033
삼화페인트,5000.,78.,0.0156
상보,1080,15.,0.01388889
상상인,8990,380.,0.04226919
상상인이안1호스팩,2005,20.,0.00997506
상상인이안제2호스팩,2000,10.,0.005
상상인인더스트리,1590,30.,0.01886792
상상인증권,1335.,61.33333333,0.04594257
상신브레이크,3745,62.66666667,0.01673342
상신이디피,7740,210.,0.02713178
상신전자,3570,100.,0.0280112
상아프론테크,14550,400.,0.02749141
상지카일룸,1470,45.,0.03061224
새로닉스,3565,55.,0.01542777
새론오토모티브,4515.,111.66666667,0.02473237
샘코,7370,530.,0.07191316
샘표,39850,800.,0.02007528
샘표식품,33150,1046.66666667,0.03157366
서린바이오,9110,140.,0.01536773
서부T&D,8510,260.,0.03055229
서산,3460,815.,0.23554913
서암기계공업,5900,140.,0.02372881
서연,3015,52.33333333,0.01735766
서연이화,4820,137.33333333,0.02849239
